taxon_oid	NCBI Domain	Sequencing Status	Study Name	Genome Name / Sample Name	Sequencing Center	IMG Genome ID	GOLD Analysis Project Type	NCBI Phylum	NCBI Class	NCBI Order	NCBI Family	NCBI Genus	NCBI Species	GTDB Domain	GTDB Phylum	GTDB Class	GTDB Order	GTDB Family	GTDB Genus	GTDB Species	GOLD Analysis Project ID	GOLD Sequencing Project ID	GOLD Study ID	Is Public	Pubmed ID	Ecosystem	Ecosystem Category	Ecosystem Subtype	Ecosystem Type	Specific Ecosystem	Altitude In Meters	Depth In Meters	Latitude	Longitude	pH	Pressure	Salinity	Genome Size  * assembled	Gene Count  * assembled	Scaffold Count  * assembled	CRISPR Arrays  * assembled	CDS Count  * assembled	RNA Count  * assembled	CheckM2 Completeness	CheckM2 Contamination	Included_in_final_dataset
2693429901	Bacteria	Permanent Draft	Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera	Caldicoprobacter faecalis DSM 20678	DOE Joint Genome Institute  (JGI)	2693429901	Genome Analysis (Isolate)	Bacillota	Clostridia	Caldicoprobacterales	Caldicoprobacteraceae	Caldicoprobacter	Caldicoprobacter faecalis	Bacteria	Bacillota_A	Clostridia	Caldicoprobacterales	Caldicoprobacteraceae	Caldicoprobacter	Caldicoprobacter oshimai	Ga0131233	Gp0148807	Gs0103574	Yes		Engineered	Wastewater	Unclassified	Sewage	Unclassified								2579145	2493	87	2	2421	72	99.99	1.13	Excluded
2844811294	Bacteria	Permanent Draft	Sequencing the genomes of 1000 actinobacteria strains	Leucobacter aridicollis DSM 17380	DOE Joint Genome Institute  (JGI)	2844811294	Genome Analysis (Isolate)	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Leucobacter	Leucobacter aridicollis	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Microbacteriaceae	Leucobacter	Leucobacter aridicollis	Ga0104574	Gp0126931	Gs0114538	Yes		Engineered	Wastewater	Unclassified	Activated Sludge	Unclassified								3573416	3326	1	1	3257	63	100	0.53	Excluded
2507262051	Bacteria	Finished	Clostridium clariflavum DSM 19732	Acetivibrio clariflavus EBR 45	DOE Joint Genome Institute  (JGI)	2507262051	Genome Analysis (Isolate)	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Acetivibrio	Acetivibrio clariflavus	Bacteria	Bacillota_A	Clostridia	Acetivibrionales	Acetivibrionaceae	Acetivibrio	Acetivibrio clariflavus	Ga0024873	Gp0010603	Gs0004232	Yes	22675603	Engineered	Wastewater	Unclassified	Unclassified	Unclassified			35.339858	139.491291				4897678	4229	1	4	4131	98	99.99	0.78	Excluded
2907286588	Bacteria	Permanent Draft	Clostridium difficile clinical samples	Clostridioides difficile CD09	Wellcome Trust Sanger Institute	2907286588	Genome Analysis (Isolate)	Bacillota	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Clostridioides	Clostridioides difficile	Bacteria	Bacillota_A	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Clostridioides	Clostridioides difficile	Ga0343076	Gp0359018	Gs0136493	Yes		Engineered	Wastewater	Unclassified	Unclassified	Unclassified								4083016	3849	26	14	3685	87	99.98	0.27	Excluded
2654587675	Bacteria	Permanent Draft	Neutral genomic microevolution of a recently emerged pathogen, Salmonella enterica serovar Agona	Salmonella enterica enterica sv. Agona 51.E.09	University College Cork	2654587675	Genome Analysis (Isolate)	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	Ga0080772	Gp0102259	Gs0113118	Yes		Engineered	Wastewater	Unclassified	Unclassified	Unclassified								4714176	4633	120	2	4489	144	100	0.48	Excluded
2884282902	Bacteria	Finished	Glutamicibacter sp. ZJUTW genome sequencing	Glutamicibacter sp. ZJUTW	Zhejiang University	2884282902	Genome Analysis (Isolate)	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Glutamicibacter	Glutamicibacter sp. ZJUTW	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Micrococcaceae	Glutamicibacter	Glutamicibacter nicotianae	Ga0439731	Gp0490592	Gs0146030	Yes		Engineered	Wastewater	Unclassified	Activated Sludge	Unclassified								3673306	3556	2		3448	86	100	0.05	Excluded
8018343994	Bacteria	Permanent Draft	The environmental REsistome: confluence of Human and Animal Biota in antibiotic resistance spread (REHAB)	Enterobacter sp. RHBSTW-01064	University of Oxford	8018343994	Genome Analysis (Isolate)	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter sp. RHBSTW-01064	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter mori	Ga0478304	Gp0535551	Gs0150820	Yes		Engineered	Wastewater	Unclassified	Unclassified	Unclassified								5047972	4964	31	2	4738	112	100	0.03	Excluded
8018322873	Bacteria	Permanent Draft	The environmental REsistome: confluence of Human and Animal Biota in antibiotic resistance spread (REHAB)	Enterobacter sp. RHBSTW-00318	University of Oxford	8018322873	Genome Analysis (Isolate)	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter sp. RHBSTW-00318	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter ludwigii	Ga0477441	Gp0535523	Gs0150820	Yes	34609275	Engineered	Wastewater	Unclassified	Unclassified	Unclassified								5285892	5416	7	0	5183	113	100	0.16	Excluded
8021771133	Bacteria	Permanent Draft	Genome sequencing and assembly of Acinetobacter strains	Acinetobacter sp. WCHAc060033	Sichuan University	8021771133	Genome Analysis (Isolate)	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter sp. WCHAc060033	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter wuhouensis	Ga0448345	Gp0497203	Gs0134519	Yes		Engineered	Wastewater	Unclassified	Sewage	Unclassified								4344859	4426	242	2	4333	77	100	1.12	Excluded
2264867212	Bacteria	Permanent Draft	GEBA-MDM	Atribacteria bacterium JGI 0000079-L04 (contamination screened)	DOE Joint Genome Institute  (JGI)	2264867212	Single Cell Analysis (screened)	Atribacterota	unclassified	unclassified	unclassified	unclassified	Atribacteria bacterium JGI 0000079-L04	Bacteria	Atribacterota	JS1	SB-45	34-128	Unclassified	Unclassified	Ga0025927	Gp0018518	Gs0014886	Yes	23851394	Engineered	Wastewater	Unclassified	Industrial wastewater	Unclassified			25.671667	-100.341667				1011276	1029	52		998	31	35.01	0.54	Excluded
2551306082	Bacteria	Permanent Draft	Sphingobium xenophagum QYY	Sphingobium xenophagum QYY	Dalian University of Technology	2551306082	Genome Analysis (Isolate)	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingobiaceae	Sphingobium	Sphingobium xenophagum	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	Sphingobium xenophagum	Ga0020753	Gp0021888	Gs0032591	Yes	23405319	Engineered	Wastewater	Unclassified	Unclassified	Unclassified								4221110	4128	129		4060	68	100	0.05	Excluded
641522601	Bacteria	Finished	Acholeplasma laidlawii PG-8A	Acholeplasma laidlawii PG-8A	Research Institute for Physical-Chemical Medicine of Ministry of Public Health of Russian Federation	641522601	Genome Analysis (Isolate)	Mycoplasmatota	Mollicutes	Acholeplasmatales	Acholeplasmataceae	Acholeplasma	Acholeplasma laidlawii	Bacteria	Bacillota_I	Bacilli_A	Acholeplasmatales	Acholeplasmataceae	Acholeplasma	Acholeplasma laidlawii	Ga0027277	Gp0000794	Gs0000199	Yes	21784942	Engineered	Wastewater	Unclassified	Unclassified	Unclassified								1496992	1422	1		1380	42	99.99	0.36	Excluded
2663762777	Bacteria	Permanent Draft	Genome sequencing of a diverse group of Pseudomonas species	Pseudomonas chengduensis DSM 26382	DOE Joint Genome Institute  (JGI)	2663762777	Genome Analysis (Isolate)	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Ectopseudomonas	Ectopseudomonas chengduensis	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E chengduensis	Ga0104650	Gp0127192	Gs0114533	Yes	29633519	Engineered	Wastewater	Unclassified	Sewage	Unclassified								5413065	5213	43	1	5096	117	100	0	Excluded
2648501814	Bacteria	Finished	Pseudomonas balearica DSM 6083 Genome sequencing	Stutzerimonas balearica DSM 6083	MICROGEN. Microbial Comparative Genomics, University of the Balearic Islands	2648501814	Genome Analysis (Isolate)	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Stutzerimonas	Stutzerimonas balearica	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Stutzerimonas	Stutzerimonas balearica	Ga0077959	Gp0118173	Gs0115687	Yes	27103708	Engineered	Wastewater	Unclassified	Unclassified	Unclassified								4383480	4178	1	3	4062	116	100	0.22	Excluded
2657245175	Bacteria	Permanent Draft	Sludge microbial communities from wastewater anaerobic digester in Oakland, CA, USA - phosphite and CO2 enriched	Tepidanaerobacter sp. EBM-49	QB3 Vincent J. Coates Genomics Sequencing Laboratory	2657245175	Metagenome-Assembled Genome	Bacillota	Clostridia	Thermosediminibacterales	Tepidanaerobacteraceae	Tepidanaerobacter	unclassified	Bacteria	Bacillota_A	Thermosediminibacteria	Thermosediminibacterales	Tepidanaerobacteraceae	Tepidanaerobacter	Tepidanaerobacter syntrophicus	Ga0115075	Gp0124740	Gs0117790	Yes														2334509	2288	66	1	2227	61	99.78	3.52	Excluded
2600254961	Bacteria	Permanent Draft	A metabolic model for Tetrasphaera elongata involved in enhanced biological phosphorus removal in wastewater treatment based on whole genome sequence data	Phycicoccus elongatus Lp2	Aalborg University	2600254961	Genome Analysis (Isolate)	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Phycicoccus	Phycicoccus elongatus	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Dermatophilaceae	Phycicoccus_A	Phycicoccus_A elongatus	Ga0032471	Gp0042173	Gs0040002	Yes		Engineered	Wastewater	Unclassified	Activated Sludge	Unclassified								3157491	3135	173	1	3077	58	99.98	0.22	Excluded
8049434387	Bacteria	Permanent Draft	Clostridium difficile clinical samples	Clostridioides difficile CD59	Wellcome Trust Sanger Institute	8049434387	Genome Analysis (Isolate)	Bacillota	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Clostridioides	Clostridioides difficile	Bacteria	Bacillota_A	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Clostridioides	Clostridioides difficile	Ga0345073	Gp0358987	Gs0136493	Yes		Engineered	Wastewater	Unclassified	Unclassified	Unclassified								4389592	4282	36	15	4119	89	100	0.39	Excluded
2829898683	Bacteria	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase IV (KMG-IV): sequencing the most valuable type-strain genomes for metagenomic binning, comparative biology and taxonomic classification	Sphingobium jiangsuense DSM 26189	DOE Joint Genome Institute  (JGI)	2829898683	Genome Analysis (Isolate)	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingobiaceae	Sphingobium	Sphingobium jiangsuense	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	Sphingobium jiangsuense	Ga0373239	Gp0401265	Gs0131304	Yes		Engineered	Wastewater	Unclassified	Activated Sludge	Unclassified								4819475	4742	67	1	4675	57	100	0.2	Excluded
2997285461	Bacteria	Permanent Draft	Genome sequencing and assembly of Acinetobacter strains	Acinetobacter chengduensis WCHAc060005	Sichuan University	2997285461	Genome Analysis (Isolate)	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter chengduensis	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter chengduensis	Ga0354683	Gp0388669	Gs0134519	Yes	30806982	Engineered	Wastewater	Unclassified	Sewage	Unclassified								3766665	3726	89	1	3629	81	100	0.14	Excluded
2958796804	Bacteria	Permanent Draft	Genome sequencing of Clostridoides difficile genomes - Sanger Institute VRECD_water project	Clostridioides difficile VRECD0149	Wellcome Trust Sanger Institute	2958796804	Genome Analysis (Isolate)	Bacillota	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Clostridioides	Clostridioides difficile	Bacteria	Bacillota_A	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Clostridioides	Clostridioides difficile	Ga0318908	Gp0340725	Gs0135932	Yes		Engineered	Wastewater	Unclassified	Unclassified	Unclassified								4116743	3920	39	11	3728	107	99.98	0.52	Excluded
2519899756	Bacteria	Permanent Draft	Lysinibacillus fusiformis ZB2	Lysinibacillus fusiformis ZB2	University of Technology, Malaysia	2519899756	Genome Analysis (Isolate)	Bacillota	Bacilli	Bacillales	Bacillaceae	Lysinibacillus	Lysinibacillus fusiformis	Bacteria	Bacillota	Bacilli	Bacillales_A	Planococcaceae	Lysinibacillus	Lysinibacillus capsici	Ga0012085	Gp0025084	Gs0017369	Yes		Engineered	Wastewater	Unclassified	Industrial wastewater	Unclassified								4550616	4539	59	3	4494	45	100	0.24	Excluded
8002796273	Bacteria	Permanent Draft	Genome sequencing of multiple type strains of the Leucobacter genus.	Leucobacter luti RF6	University of Porto	8002796273	Genome Analysis (Isolate)	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Leucobacter	Leucobacter luti	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Microbacteriaceae	Leucobacter	Leucobacter luti	Ga0578831	Gp0680616	Gs0159470	Yes		Engineered	Wastewater	Unclassified	Activated Sludge	Unclassified								3618545	3179	5	1	3118	54	99.82	0.66	Excluded
640427128	Bacteria	Finished	Pelotomaculum thermopropionicum SI	Pelotomaculum thermopropionicum SI	Association Nationale Recherche Technologie	640427128	Genome Analysis (Isolate)	Bacillota	Clostridia	Eubacteriales	Desulfotomaculaceae	Pelotomaculum	Pelotomaculum thermopropionicum	Bacteria	Bacillota_B	Desulfotomaculia	Desulfotomaculales	Pelotomaculaceae	Pelotomaculum	Pelotomaculum thermopropionicum	Ga0029764	Gp0000155	Gs0019471	Yes	16352836	Engineered	Wastewater	Unclassified	Unclassified	Unclassified					7			3025375	3018	1	6	2920	98	99.99	1.14	Excluded
8035900069	Bacteria	Permanent Draft	Staphylococcus sp. SNAZ 59 genome sequencing	Staphylococcus sp. SNAZ 59	Malaysia-Japan International Institute of Technology (MJIIT), mjiit	8035900069	Genome Analysis (Isolate)	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus sp. SNAZ 59	Bacteria	Bacillota	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus ureilyticus	Ga0441508	Gp0491809	Gs0146627	Yes		Engineered	Wastewater	Unclassified	Unclassified	Unclassified								2690341	2830	104	1	2715	70	99.96	0.42	Excluded
2619618898	Bacteria	Permanent Draft	Enhanced biological phosphorus removal bioreactor microbial communities from the University of Queensland, Australia	Cytophagales bacterium EBPR_Bin_361	Australian Centre for Ecogenomics, Aalborg University, University of Queensland	2619618898	Metagenome-Assembled Genome	Bacteroidota	Cytophagia	Cytophagales	unclassified	unclassified	unclassified	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	UBA2336	UBA2336 sp002425185	Ga0073621	Gp0103916	Gs0111422	Yes														4589041	4225	84	1	4183	42	99.29	0.01	Excluded
2848353471	Bacteria	Finished	Cloacibacterium normanense NRS-1 genome sequencing	Cloacibacterium normanense NRS-1	Bacterial Special Pathogens Branch (CDC)	2848353471	Genome Analysis (Isolate)	Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	Cloacibacterium	Cloacibacterium normanense	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Cloacibacterium	Cloacibacterium normanense	Ga0400182	Gp0443228	Gs0143568	Yes		Engineered	Wastewater	Unclassified	Unclassified	Unclassified								2759562	2630	1	1	2550	74	99.95	0.07	Excluded
8035632763	Bacteria	Permanent Draft	Escherichia sp. Genome sequencing and assembly	Escherichia sp. R18	The First Affiliated Hospital of Zhejiang Chinese Medical University	8035632763	Genome Analysis (Isolate)	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia sp. R18	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	Ga0445994	Gp0495470	Gs0148372	Yes		Engineered	Wastewater	Unclassified	Sewage	Unclassified								5325819	5542	150	3	5236	102	100	0.09	Excluded
2619618909	Bacteria	Permanent Draft	Enhanced biological phosphorus removal bioreactor microbial communities from the University of Queensland, Australia	Deltaproteobacterium EBPR_Bin_372	Australian Centre for Ecogenomics, Aalborg University, University of Queensland	2619618909	Metagenome-Assembled Genome	unclassified	Deltaproteobacteria	unclassified	unclassified	unclassified	unclassified	Bacteria	Bdellovibrionota	UBA2394	UBA2394	UBA2394	Unclassified	Unclassified	Ga0073632	Gp0103916	Gs0111422	Yes														2670649	3221	908	1	3196	25	83.06	7.78	Excluded
2907115299	Bacteria	Permanent Draft	Paenibacillus sp. EZ-K15 genome sequencing	Paenibacillus sp. EZ-K15	Kazan Federal University	2907115299	Genome Analysis (Isolate)	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus sp. EZ-K15	Bacteria	Bacillota	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	Paenibacillus sp002573715	Ga0366213	Gp0389611	Gs0141063	Yes		Engineered	Wastewater	Unclassified	Unclassified	Unclassified								7258662	6796	36		6648	83	100	1.3	Excluded
8117784106	Bacteria	Permanent Draft	Halalkalibacterium halodurans DSM 497 genome sequencing	Halalkalibacterium halodurans DSM 497	Fujian Academy of Agricultural Sciences	8117784106	Genome Analysis (Isolate)	Bacillota	Bacilli	Bacillales	Bacillaceae	Halalkalibacterium (ex Joshi et al. 2022)	Halalkalibacterium halodurans	Bacteria	Bacillota	Bacilli	Bacillales_H	Bacillaceae_D	Halalkalibacterium	Halalkalibacterium halodurans	Ga0667997	Gp0818702	Gs0167123	Yes		Engineered	Wastewater	Unclassified	Unclassified	Unclassified								4191775	4433	181	3	4264	93	100	0.16	Excluded
2886347146	Bacteria	Permanent Draft	Genome sequencing of Chryseobacterium sp. isolated from activated sludge	Chryseobacterium indologenes P3	New Jersey Institute of Technology	2886347146	Genome Analysis (Isolate)	Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium indologenes	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium indologenes	Ga0453437	Gp0505183	Gs0149934	Yes		Engineered	Wastewater	Unclassified	Activated Sludge	Unclassified			40.71402	-74.135346				4906858	4631	1		4503	109	99.99	0.12	Excluded
2663763018	Bacteria	Permanent Draft	Comparative genomic analysis of multiple type strains of the genus Bifidobacterium	Bifidobacterium subtile DSM 20096	Inner Mongolia Agricultural University	2663763018	Genome Analysis (Isolate)	Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium subtile	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium subtile	Ga0112060	Gp0133460	Gs0118265	Yes		Engineered	Wastewater	Unclassified	Unclassified	Unclassified								2754149	2303	53	2	2248	55	99.61	1.06	Excluded
2527291525	Bacteria	Permanent Draft	GEBA-MDM	Cloacimonetes bacterium JGI 0000039-G13 (contamination screened) (contamination screened) v2 (version 2)	DOE Joint Genome Institute  (JGI)	2527291525	Single Cell Analysis (screened)	Candidatus Cloacimonadota	unclassified	unclassified	unclassified	unclassified	Cloacimonetes bacterium JGI 0000039-G13	Bacteria	Cloacimonadota	Cloacimonadia	Cloacimonadales	Cloacimonadaceae	Cloacimonas	Cloacimonas acidaminivorans	Ga0025974	Gp0011457	Gs0014886	Yes	23851394	Engineered	Wastewater	Unclassified	Industrial wastewater	Unclassified			25.671667	-100.341667				1789374	1547	119	2	1509	38	77.81	0.72	Excluded
2770939489	Bacteria	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase IV (KMG-IV): sequencing the most valuable type-strain genomes for metagenomic binning, comparative biology and taxonomic classification	Melaminivora alkalimesophila DSM 26006	DOE Joint Genome Institute  (JGI)	2770939489	Genome Analysis (Isolate)	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Melaminivora	Melaminivora alkalimesophila	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Melaminivora	Melaminivora alkalimesophila	Ga0244563	Gp0290584	Gs0131304	Yes		Engineered	Wastewater	Unclassified	Unclassified	Unclassified								2948345	2760	26	1	2695	65	100	0.05	Excluded
2630968906	Bacteria	Permanent Draft	Gemfibrozil degrading Bacillus sp. strain GeD10	Bacillus sp. GeD10	Aalborg University	2630968906	Genome Analysis (Isolate)	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. GeD10	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus	Ga0080823	Gp0102087	Gs0113159	Yes		Engineered	Wastewater	Unclassified	Activated Sludge	Unclassified								5865695	6256	327	2	6155	101	100	0.04	Excluded
2700988698	Bacteria	Permanent Draft	Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera	Thermoclostridium caenicola DSM 19027	DOE Joint Genome Institute  (JGI)	2700988698	Genome Analysis (Isolate)	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Thermoclostridium	Thermoclostridium caenicola	Bacteria	Bacillota_A	Clostridia	DSM-8532	DSM-8532	Thermoclostridium_A	Thermoclostridium_A caenicola	Ga0131115	Gp0148792	Gs0103574	Yes		Engineered	Wastewater	Unclassified	Unclassified	Unclassified					6 - 8			2890486	2673	125	4	2618	55	99.98	0.16	Excluded
8047925098	Bacteria	Permanent Draft	Clostridium weizhouense YB-6 genome sequencing	Clostridium weizhouense YB-6	Guilin University of Technology	8047925098	Genome Analysis (Isolate)	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium weizhouense	Bacteria	Bacillota_A	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium weizhouense	Ga0615426	Gp0760794	Gs0163017	Yes		Engineered	Wastewater	Unclassified	Activated Sludge	Unclassified								3962696	3729	41	3	3608	61	99.9	0.21	Excluded
2675903354	Bacteria	Permanent Draft	Comparative genomic analysis of multiple type strains of the genus Bifidobacterium	Bifidobacterium thermacidophilum thermacidophilum DSM 15837	Inner Mongolia Agricultural University	2675903354	Genome Analysis (Isolate)	Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium thermacidophilum	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium thermacidophilum	Ga0112051	Gp0133670	Gs0118265	Yes		Engineered	Wastewater	Unclassified	Unclassified	Unclassified			39.927642	116.412277	7 - 7.2			2216411	1801	27	10	1747	54	99.93	0.25	Excluded
2516653064	Bacteria	Permanent Draft	Lachnospiraceae sp. Maddingley MBC34	Lachnospiraceae bacterium Maddingley MBC34	University of New South Wales	2516653064	Genome Analysis (Isolate)	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	unclassified	unclassified	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Lacrimispora	Unclassified	Ga0011351	Gp0006182	Gs0016410	Yes		Engineered	Wastewater	Petrochemical	Industrial wastewater	Unclassified			-37.7023	144.4459				2493414	2457	52		2421	36	52.29	0.48	Excluded
2522572156	Bacteria	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project	Granulicoccus phenolivorans DSM 17626	DOE Joint Genome Institute  (JGI)	2522572156	Genome Analysis (Isolate)	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Granulicoccus	Granulicoccus phenolivorans	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Granulicoccus	Granulicoccus phenolivorans	Ga0002333	Gp0013658	Gs0015051	Yes	28604660	Engineered	Wastewater	Unclassified	Unclassified	Unclassified			1.29	103.86	5 - 8.5			4117723	3877	74	5	3811	66	98.46	0.13	Excluded
2728369172	Bacteria	Permanent Draft	Arcobacter cryaerophilus Genome sequencing	Aliarcobacter cryaerophilus L397	Agriculture and Agri-Food Canada	2728369172	Genome Analysis (Isolate)	Campylobacterota	Epsilonproteobacteria	Campylobacterales	Arcobacteraceae	Aliarcobacter	Aliarcobacter cryaerophilus	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Aliarcobacter	Aliarcobacter cryaerophilus_A	Ga0127327	Gp0145366	Gs0119995	Yes		Engineered	Wastewater	Unclassified	Unclassified	Unclassified								2304819	2400	84		2366	34	100	0.44	Excluded
2925530334	Bacteria	Finished	Acinetobacter baumannii and E. coli sequencing	Acinetobacter baumannii WPB103	National University of Singapore	2925530334	Genome Analysis (Isolate)	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter baumannii								Ga0399247	Gp0444908	Gs0144317	Yes		Engineered	Wastewater	Unclassified	Unclassified	Unclassified								3240766	3252	1		3158	74			Excluded
8049510156	Bacteria	Permanent Draft	Genome sequencing of Clostridoides difficile genomes - Sanger Institute VRECD_water project	Clostridioides difficile VRECD0098	Wellcome Trust Sanger Institute	8049510156	Genome Analysis (Isolate)	Bacillota	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Clostridioides	Clostridioides difficile	Bacteria	Bacillota_A	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Clostridioides	Clostridioides difficile	Ga0319922	Gp0340674	Gs0135932	Yes		Engineered	Wastewater	Unclassified	Unclassified	Unclassified								4290919	4194	38	14	3982	131	99.99	0.62	Excluded
2848266934	Bacteria	Finished	Glutamicibacter nicotianae OTC-16 genome sequencing	Glutamicibacter nicotianae OTC-16	The First Affiliated Hospital of Zhejiang Chinese Medical University	2848266934	Genome Analysis (Isolate)	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Glutamicibacter	Glutamicibacter nicotianae	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Micrococcaceae	Glutamicibacter	Glutamicibacter nicotianae	Ga0346655	Gp0375393	Gs0139629	Yes		Engineered	Wastewater	Unclassified	Activated Sludge	Unclassified								3797724	3654	3		3542	91	100	0.14	Excluded
2545824736	Bacteria	Permanent Draft	Acinetobacter Sequencing-Institute of Microbial Technology	Acinetobacter junii MTCC 11364	Institute of Microbial Technology	2545824736	Genome Analysis (Isolate)	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter junii	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter junii	Ga0018231	Gp0042241	Gs0000517	Yes		Engineered	Wastewater	Unclassified	Unclassified	Unclassified								3549566	3294	248	2	3294		100	0.11	Excluded
